attachment	https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/yjsgk/202209/P020230824626305308691.pdf	2021年度中共三明市委老干部局部门决算.pdf
image	https://www.sm.gov.cn/images/loading.gif	
