attachment	https://www.sm.gov.cn/zw/ztzl/wzjs/zfwzgzndbb/zfwzgzndbb/202401/P020240110607460951143.pdf	三明市工业和信息化局网站2023年度工作报表.pdf
image	https://www.sm.gov.cn/images/loading.gif	
