来源页面	附件URL	文件名	本地相对路径	大小	状态
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814477.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607568619675544.pdf	P020230607568619675544.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814477/attachments/P020230607568619675544.pdf	1238864	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220801_1813903.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607557761599740.pdf	P020230607557761599740.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1813903/attachments/P020230607557761599740.pdf	959098	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814446.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607559476412173.pdf	P020230607559476412173.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814446/attachments/P020230607559476412173.pdf	1161738	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814497.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607572519676580.pdf	P020230607572519676580.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814497/attachments/P020230607572519676580.pdf	1245550	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814435.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607558695302067.pdf	P020230607558695302067.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814435/attachments/P020230607558695302067.pdf	1139213	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814487.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607569011956665.pdf	P020230607569011956665.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814487/attachments/P020230607569011956665.pdf	990970	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814504.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607574720758595.pdf	P020230607574720758595.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814504/attachments/P020230607574720758595.pdf	1147545	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814437.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020250917593313129755.pdf	P020250917593313129755.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814437/attachments/P020250917593313129755.pdf	2156215	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814475.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607568262260349.pdf	P020230607568262260349.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814475/attachments/P020230607568262260349.pdf	1170377	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814459.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607562097018225.pdf	P020230607562097018225.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814459/attachments/P020230607562097018225.pdf	1245531	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814491.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230904395003505400.pdf	P020230904395003505400.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814491/attachments/P020230904395003505400.pdf	1151643	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814496.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607572051648891.pdf	P020230607572051648891.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814496/attachments/P020230607572051648891.pdf	1078091	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814473.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607567921379325.pdf	P020230607567921379325.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814473/attachments/P020230607567921379325.pdf	1352990	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814458.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607561661294578.pdf	P020230607561661294578.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814458/attachments/P020230607561661294578.pdf	1058578	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814480.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607539853636976.pdf	P020230607539853636976.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814480/attachments/P020230607539853636976.pdf	1532804	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814476.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020250924315760250936.pdf	P020250924315760250936.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814476/attachments/P020250924315760250936.pdf	2493611	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814431.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607537198974141.pdf	P020230607537198974141.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814431/attachments/P020230607537198974141.pdf	1147690	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814501.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607542102252132.pdf	P020230607542102252132.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814501/attachments/P020230607542102252132.pdf	1109838	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814426.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607536843283631.pdf	P020230607536843283631.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814426/attachments/P020230607536843283631.pdf	1077068	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814443.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230901644347063387.pdf	P020230901644347063387.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814443/attachments/P020230901644347063387.pdf	1598890	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814452.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607538740792536.pdf	P020230607538740792536.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814452/attachments/P020230607538740792536.pdf	1245562	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814445.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607538161608628.pdf	P020230607538161608628.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814445/attachments/P020230607538161608628.pdf	1333444	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814498.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607541740315245.pdf	P020230607541740315245.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814498/attachments/P020230607541740315245.pdf	1215464	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814493.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020250916567615132855.pdf	P020250916567615132855.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814493/attachments/P020250916567615132855.pdf	2118053	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814488.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607540540282193.pdf	P020230607540540282193.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814488/attachments/P020230607540540282193.pdf	1683890	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814481.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607540201296136.pdf	P020230607540201296136.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814481/attachments/P020230607540201296136.pdf	1210870	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814489.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607540951969397.pdf	P020230607540951969397.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814489/attachments/P020230607540951969397.pdf	1356775	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814433.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607537557387419.pdf	P020230607537557387419.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814433/attachments/P020230607537557387419.pdf	1157282	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814423.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607536512017591.pdf	P020230607536512017591.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814423/attachments/P020230607536512017591.pdf	949770	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814466.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607555931837932.pdf	P020230607555931837932.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814466/attachments/P020230607555931837932.pdf	1200404	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814505.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607556685029742.pdf	P020230607556685029742.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814505/attachments/P020230607556685029742.pdf	1173382	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814432.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607555603796058.pdf	P020230607555603796058.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814432/attachments/P020230607555603796058.pdf	1120690	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814454.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607553057464187.pdf	P020230607553057464187.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814454/attachments/P020230607553057464187.pdf	1674373	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814479.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230904631693702860.pdf	P020230904631693702860.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814479/attachments/P020230904631693702860.pdf	547968	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814449.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607552528271465.pdf	P020230607552528271465.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814449/attachments/P020230607552528271465.pdf	2202466	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814428.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607550786052732.pdf	P020230607550786052732.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814428/attachments/P020230607550786052732.pdf	1325722	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814440.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607551187126863.pdf	P020230607551187126863.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814440/attachments/P020230607551187126863.pdf	1077130	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814482.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607554256905244.pdf	P020230607554256905244.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814482/attachments/P020230607554256905244.pdf	1159968	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814441.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607551623412454.pdf	P020230607551623412454.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814441/attachments/P020230607551623412454.pdf	1152961	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814478.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607553431829900.pdf	P020230607553431829900.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814478/attachments/P020230607553431829900.pdf	456650	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814436.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607548945521152.pdf	P020230607548945521152.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814436/attachments/P020230607548945521152.pdf	1292616	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814483.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607550174000492.pdf	P020230607550174000492.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814483/attachments/P020230607550174000492.pdf	1238925	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814430.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607548602007339.pdf	P020230607548602007339.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814430/attachments/P020230607548602007339.pdf	1106514	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814457.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607549427969987.pdf	P020230607549427969987.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814457/attachments/P020230607549427969987.pdf	985353	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814453.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607547769186413.pdf	P020230607547769186413.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814453/attachments/P020230607547769186413.pdf	926592	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814451.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607547424991553.pdf	P020230607547424991553.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814451/attachments/P020230607547424991553.pdf	1000958	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814474.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607548034136345.pdf	P020230607548034136345.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814474/attachments/P020230607548034136345.pdf	1147177	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814447.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607575941383634.pdf	P020230607575941383634.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814447/attachments/P020230607575941383634.pdf	1850015	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814486.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607576446851150.pdf	P020230607576446851150.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814486/attachments/P020230607576446851150.pdf	1659030	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814472.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607576217493723.pdf	P020230607576217493723.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814472/attachments/P020230607576217493723.pdf	1422119	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814434.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607543466489266.pdf	P020230607543466489266.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814434/attachments/P020230607543466489266.pdf	1662193	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814442.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607545386517638.pdf	P020230607545386517638.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814442/attachments/P020230607545386517638.pdf	1419573	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814439.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607544930773208.pdf	P020230607544930773208.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814439/attachments/P020230607544930773208.pdf	1156843	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814485.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607546735897530.pdf	P020230607546735897530.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814485/attachments/P020230607546735897530.pdf	1244462	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814429.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020250919552214714348.pdf	P020250919552214714348.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814429/attachments/P020250919552214714348.pdf	2358572	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814425.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607555021331515.pdf	P020230607555021331515.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814425/attachments/P020230607555021331515.pdf	1093616	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814406.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607554716258557.pdf	P020230607554716258557.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814406/attachments/P020230607554716258557.pdf	1206103	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814484.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607576771915251.pdf	P020230607576771915251.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814484/attachments/P020230607576771915251.pdf	1098832	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/t20220802_1814438.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/P020230607544494978620.pdf	P020230607544494978620.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2021bmjs/202208/1814438/attachments/P020230607544494978620.pdf	1038090	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927664.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821368691733287.pdf	P020230821368691733287.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927664/attachments/P020230821368691733287.pdf	551521	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927663.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821361753564853.pdf	P020230821361753564853.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927663/attachments/P020230821361753564853.pdf	548924	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927661.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821386345878111.pdf	P020230821386345878111.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927661/attachments/P020230821386345878111.pdf	644267	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927662.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821391008250961.pdf	P020230821391008250961.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927662/attachments/P020230821391008250961.pdf	614567	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927659.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821385723580407.pdf	P020230821385723580407.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927659/attachments/P020230821385723580407.pdf	595943	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927660.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821385997224920.pdf	P020230821385997224920.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927660/attachments/P020230821385997224920.pdf	476215	done
https://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/t20230727_1927657.htm	http://www.sm.gov.cn/zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/P020230821385154853784.pdf	P020230821385154853784.pdf	zw/zfxxgkzdgz/czzj/czyjsjsgjf/js/2022bmjs/202307/1927657/attachments/P020230821385154853784.pdf	594937	done
