栏目	标题	原始链接	本地文件
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第230号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141732.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141732/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第165号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141697.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141697/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第190号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141692.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141692/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第27号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141687.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141687/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第207号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141666.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141666/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第212号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141651.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141651/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第129号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141618.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141618/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第51号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141592.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141592/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第58号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141588.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141588/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第166号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180528_1141577.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1141577/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市农业局关于市十三届人大二次会议第0104号代表建议办理情况的函	http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201805/t20180525_1140564.htm	子站_smsnyj/szfgzjg/nyj/zfxxgkml/tayablqk/201805/1140564/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市农业局关于市十三届人大二次会议第0099号代表建议办理情况的函	http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201805/t20180525_1140560.htm	子站_smsnyj/szfgzjg/nyj/zfxxgkml/tayablqk/201805/1140560/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市农业局关于市十三届人大二次会议第0254号代表建议分办情况的答复	http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201805/t20180525_1140557.htm	子站_smsnyj/szfgzjg/nyj/zfxxgkml/tayablqk/201805/1140557/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市农业局关于市十三届人大二次会议第0100号代表建议办理情况的函	http://smsnyj.sm.gov.cn/szfgzjg/nyj/zfxxgkml/tayablqk/201805/t20180525_1140551.htm	子站_smsnyj/szfgzjg/nyj/zfxxgkml/tayablqk/201805/1140551/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0240号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180525_1138967.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1138967/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第74号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180524_1138433.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1138433/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第56号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180524_1138432.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1138432/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第191号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180524_1138429.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1138429/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第89号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180521_1125362.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1125362/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第127号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180521_1125359.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1125359/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0169号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180525_1138941.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1138941/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0192号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180525_1138827.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1138827/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市经济和信息化委员会关于市十三届人大二次会议第0064号代表建议的答复	http://jxw.sm.gov.cn/szfgzjg/jxw/zfxxgkml/fggzhgfxwj/201805/t20180518_1121956.htm	子站_jxw/szfgzjg/jxw/zfxxgkml/fggzhgfxwj/201805/1121956/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第194号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180516_1120784.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1120784/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第80号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180516_1120782.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1120782/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第37号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180516_1120778.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1120778/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0024号代表建议的答复	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299132.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299132/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第210号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180516_1120718.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1120718/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市经济和信息化委员会关于市十三届人大二次会议第0064号代表建议的答复	http://jxw.sm.gov.cn/szfgzjg/jxw/zfxxgkml/jgszzyzn/201805/t20180530_1143200.htm	子站_jxw/szfgzjg/jxw/zfxxgkml/jgszzyzn/201805/1143200/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0039号代表建议的答复	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299158.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299158/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0034号代表建议的答复	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299157.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299157/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0033号代表建议的答复	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299156.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299156/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市人民政府关于省十三届人大一次会议第1342号建议的答复	https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml/qtyzdgkdzfxx/201805/t20180515_1120099.htm	smsrmzfbgs/smsrmzf/zfxxgkml/qtyzdgkdzfxx/201805/1120099/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第82号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180511_1118882.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1118882/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第118号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180511_1118878.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1118878/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第134号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180511_1118873.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1118873/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第5号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180511_1118871.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1118871/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大二次会议第11号代表建议的答复	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/t20180516_1120776.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201805/1120776/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0188号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180510_1118535.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1118535/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0167号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180510_1118533.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1118533/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第237号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180509_1118401.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1118401/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第40号代表建议的答复	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201805/t20180509_1118375.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201805/1118375/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市经济和信息化委员会关于市十三届人大二次会议第0252号代表建议的答复	http://jxw.sm.gov.cn/szfgzjg/jxw/zfxxgkml/jgszzyzn/201805/t20180530_1143202.htm	子站_jxw/szfgzjg/jxw/zfxxgkml/jgszzyzn/201805/1143202/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	关于市十三届人大二次会议第96号代表建议的答复	http://gsj.sm.gov.cn/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/t20180515_1119925.htm	子站_gsj/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/1119925/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0206号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180510_1118510.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1118510/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0062号代表建议的答复	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201805/t20180510_1118490.htm	szfgzjg/lyj/zfxxgkml/gfwj/201805/1118490/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	关于市十三届人大二次会议第233号代表建议的答复	http://gsj.sm.gov.cn/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/t20180515_1119921.htm	子站_gsj/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/1119921/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市国土资源局关于市十三届人大二次会议第0108号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/t20180424_1100158.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/1100158/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市卫生和计划生育委员会关于市十三届人大二次会议第0124号代表建议的答复	http://wjw.sm.gov.cn/szfgzjg/wsj/zfxxgkml/gfxwj_2431/201804/t20180426_1114549.htm	子站_wjw/szfgzjg/wsj/zfxxgkml/gfxwj_2431/201804/1114549/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市卫生和计划生育委员会关于市十三届人大二次会议第0075号代表建议的答复	http://wjw.sm.gov.cn/szfgzjg/wsj/zfxxgkml/gfxwj_2431/201804/t20180426_1114545.htm	子站_wjw/szfgzjg/wsj/zfxxgkml/gfxwj_2431/201804/1114545/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	关于市十三届人大二次会议第171号代表建议的答复	http://gsj.sm.gov.cn/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/t20180503_1116502.htm	子站_gsj/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201805/1116502/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市林业局关于市十三届人大二次会议第0030号代表建议的协办意见	https://www.sm.gov.cn/szfgzjg/lyj/zfxxgkml/gfwj/201804/t20180424_1100123.htm	szfgzjg/lyj/zfxxgkml/gfwj/201804/1100123/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第153号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098755.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098755/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第132号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098753.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098753/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第29号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098751.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098751/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第229号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098745.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098745/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第42号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098739.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098739/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大二次会议第171号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098736.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098736/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于省十三届人大一次会议第1228号代表建议的协办意见	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201804/t20180418_1098726.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201804/1098726/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市国土资源局关于市十三届人大二次会议第0015号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/t20180424_1100149.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/1100149/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市国土资源局关于市十三届人大二次会议第0067号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/t20180424_1100134.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/zhgl/201804/1100134/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市水利局关于市十三届人大二次会议第0030号代表建议的协办意见	http://smsl.sm.gov.cn/szfgzjg/slj/zfxxgkml/ghjhfa/201804/t20180408_1095760.htm	子站_smsl/szfgzjg/slj/zfxxgkml/ghjhfa/201804/1095760/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0234号代表建议协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299142.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299142/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0067号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299141.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299141/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次 会议第0015号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299140.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299140/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市城乡规划局关于市十三届人大二次会议第0008号代表建议的协办意见	http://zrzyj.sm.gov.cn/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/t20190515_1299139.htm	子站_zrzyj/szfgzjg/gtzyj/zfxxgkml/ghjh_2322/201905/1299139/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市财政局关于市十三届人大一次会议第103号代表建议二次办理情况的函	http://cz.sm.gov.cn/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201709/t20170913_800001.htm	子站_cz/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201709/800001/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	关于市十三届人大一次会议第101号代表建议办理情况的函	http://gsj.sm.gov.cn/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201706/t20170607_720989.htm	子站_gsj/szfgzjg/gsj/zfxxgkml/qtzdgkxx/201706/720989/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大一次会议第43号代表建议办理情况的函	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201706/t20170620_726097.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201706/726097/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市水利局关于市十三届人大一次会议第0212号代表建议办理情况的函	http://smsl.sm.gov.cn/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/t20170602_719117.htm	子站_smsl/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/719117/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市水利局关于市十三届人大一次会议第0120号代表建议办理情况的函	http://smsl.sm.gov.cn/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/t20170602_719116.htm	子站_smsl/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/719116/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第177号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718926.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718926/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第169号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718923.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718923/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第156号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718920.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718920/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第99号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718917.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718917/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第26号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718913.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718913/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第8号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718907.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718907/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第233号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718823.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718823/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第184号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718810.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718810/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第118号建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718808.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718808/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市教育局关于市十三届人大一次会议第58号代表建议办理情况的函	http://smjy.sm.gov.cn/szfgzjg/jyj/zfxxgkml/jytablgz/201706/t20170602_718805.htm	子站_smjy/szfgzjg/jyj/zfxxgkml/jytablgz/201706/718805/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市水利局关于市十三届人大一次会议第234号代表建议办理情况的函	http://smsl.sm.gov.cn/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/t20170601_718630.htm	子站_smsl/szfgzjg/slj/zfxxgkml/gfxwj_2408/201706/718630/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市财政局关于市十三届人大一次会议第127号代表建议办理情况的函	http://cz.sm.gov.cn/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201706/t20170602_719345.htm	子站_cz/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201706/719345/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市财政局关于市十三届人大一次会议第172号代表建议办理情况的函	http://cz.sm.gov.cn/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201706/t20170602_719339.htm	子站_cz/szfgzjg/czj/zfxxgkml/qtyzdgkdzfxx_2307/201706/719339/page.txt
zw/zfxxgkzdgz/jytabl_27084/rddbjybl	三明市交通运输局关于市十三届人大一次会议第33号代表建议办理情况的函	http://jtj.sm.gov.cn/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201706/t20170620_726082.htm	子站_jtj/szfgzjg/jtj/zfxxgkml/qtyzdgkdjtxx/201706/726082/page.txt
