栏目	标题	原始链接	本地文件
zw/zwxx/szyw	与汉学结伴，促进中外文明交流互鉴——习近平主席复信激励广大青年汉学家和国际中文教育工作者为推动构建人类命运共同体贡献智慧和力量	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251114_2169407.htm	zw/zwxx/szyw/202511/2169407/page.txt
zw/zwxx/szyw	习近平同佛得角总统内韦斯就中佛建交50周年互致贺电	https://www.sm.gov.cn/zw/zwxx/szyw/202604/t20260426_2203937.htm	zw/zwxx/szyw/202604/2203937/page.txt
zw/zwxx/szyw	习近平同俄罗斯总统普京举行视频会晤	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260204_2188501.htm	zw/zwxx/szyw/202602/2188501/page.txt
zw/zwxx/szyw	《习近平关于妇女儿童和妇联工作论述摘编》《习近平关于注重家庭家教家风建设论述摘编》英文版出版发行	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250907_2152884.htm	zw/zwxx/szyw/202509/2152884/page.txt
zw/zwxx/szyw	习近平：走好中国特色金融发展之路，建设金融强国	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260131_2187655.htm	zw/zwxx/szyw/202601/2187655/page.txt
zw/zwxx/szyw	习近平会见俄罗斯外长拉夫罗夫	https://www.sm.gov.cn/zw/zwxx/szyw/202604/t20260415_2202291.htm	zw/zwxx/szyw/202604/2202291/page.txt
zw/zwxx/szyw	为基本实现社会主义现代化奠定更加坚实的基础 ——《中共中央关于制定国民经济和社会发展第十五个五年规划的建议》诞生记	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251030_2165189.htm	zw/zwxx/szyw/202510/2165189/page.txt
zw/zwxx/szyw	习近平向上海合作组织绿色和可持续发展论坛致贺信	https://www.sm.gov.cn/zw/zwxx/szyw/202604/t20260430_2204780.htm	zw/zwxx/szyw/202604/2204780/page.txt
zw/zwxx/szyw	习近平复信青年汉学家	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251113_2169187.htm	zw/zwxx/szyw/202511/2169187/page.txt
zw/zwxx/szyw	习近平致电祝贺萨苏当选连任刚果（布）总统	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260331_2197913.htm	zw/zwxx/szyw/202603/2197913/page.txt
zw/zwxx/szyw	《求是》杂志发表习近平总书记重要文章《一体推进教育科技人才发展》	https://www.sm.gov.cn/zw/zwxx/szyw/202606/t20260615_2216031.htm	zw/zwxx/szyw/202606/2216031/page.txt
zw/zwxx/szyw	向着中国式现代化的光明前景迈进——从“十四五”看中国信心	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251023_2163272.htm	zw/zwxx/szyw/202510/2163272/page.txt
zw/zwxx/szyw	在第八个“中国农民丰收节”到来之际 习近平向全国广大农民和工作在“三农”战线上的同志们致以节日祝贺和诚挚问候	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250922_2156623.htm	zw/zwxx/szyw/202509/2156623/page.txt
zw/zwxx/szyw	习近平同法国总统马克龙举行会谈	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251204_2174665.htm	zw/zwxx/szyw/202512/2174665/page.txt
zw/zwxx/szyw	习近平在二十届中央纪委五次全会上发表重要讲话强调：以更高标准更实举措推进全面从严治党 为实现“十五五”时期目标任务提供坚强保障	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260113_2183436.htm	zw/zwxx/szyw/202601/2183436/page.txt
zw/zwxx/szyw	习近平在亚太经合组织第三十二次领导人非正式会议第一阶段会议上的讲话（全文）	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251031_2165822.htm	zw/zwxx/szyw/202510/2165822/page.txt
zw/zwxx/szyw	国家主席习近平将发表二〇二六年新年贺词	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251231_2180796.htm	zw/zwxx/szyw/202512/2180796/page.txt
zw/zwxx/szyw	习近平致中国志愿服务联合会第三届会员代表大会的贺信	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251128_2173360.htm	zw/zwxx/szyw/202511/2173360/page.txt
zw/zwxx/szyw	习近平等党和国家领导人出席烈士纪念日向人民英雄敬献花篮仪式	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250930_2159757.htm	zw/zwxx/szyw/202509/2159757/page.txt
zw/zwxx/szyw	习近平：中方将成立中国—上海合作组织三大合作平台、三大合作中心	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250901_2151380.htm	zw/zwxx/szyw/202509/2151380/page.txt
zw/zwxx/szyw	习近平会见西班牙国王费利佩六世	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251113_2169021.htm	zw/zwxx/szyw/202511/2169021/page.txt
zw/zwxx/szyw	纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会在京隆重举行 天安门广场举行盛大阅兵仪式 习近平发表重要讲话并检阅受阅部队	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250903_2151928.htm	zw/zwxx/szyw/202509/2151928/page.txt
zw/zwxx/szyw	习近平同俄罗斯总统普京分别向第十届中俄博览会致贺信	https://www.sm.gov.cn/zw/zwxx/szyw/202605/t20260518_2207341.htm	zw/zwxx/szyw/202605/2207341/page.txt
zw/zwxx/szyw	中华人民共和国和吉尔吉斯共和国关于高质量发展新时代全面战略伙伴关系的联合宣言	https://www.sm.gov.cn/zw/zwxx/szyw/202609/t20260901_2313120.htm	zw/zwxx/szyw/202609/2313120/page.txt
zw/zwxx/szyw	习近平：建设社会主义现代化强国，关键在科技自立自强	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260210_2189473.htm	zw/zwxx/szyw/202602/2189473/page.txt
zw/zwxx/szyw	习近平会见泰国总理阿努廷	https://www.sm.gov.cn/zw/zwxx/szyw/202607/t20260718_2253171.htm	zw/zwxx/szyw/202607/2253171/page.txt
zw/zwxx/szyw	习近平致电祝贺康诺利就任爱尔兰总统	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251112_2168714.htm	zw/zwxx/szyw/202511/2168714/page.txt
zw/zwxx/szyw	钟华论：历史的脚步永远向前	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251001_2160025.htm	zw/zwxx/szyw/202510/2160025/page.txt
zw/zwxx/szyw	中央军委举行慰问驻京部队老干部迎新春演出 习近平向全军老同志祝贺新春	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260207_2189005.htm	zw/zwxx/szyw/202602/2189005/page.txt
zw/zwxx/szyw	习近平：中华民族共同体的形成和发展是人心所向、大势所趋、历史必然	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250930_2159940.htm	zw/zwxx/szyw/202509/2159940/page.txt
zw/zwxx/szyw	上合组织天津峰会上，习近平主席提出这一重大全球倡议	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250903_2151787.htm	zw/zwxx/szyw/202509/2151787/page.txt
zw/zwxx/szyw	以团结与担当谋划亚太发展新篇章——写在习近平主席出席亚太经合组织第三十二次领导人非正式会议并对韩国进行国事访问之际	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251025_2163948.htm	zw/zwxx/szyw/202510/2163948/page.txt
zw/zwxx/szyw	人民日报社论：矢志不渝奋斗 推进复兴伟业——热烈庆祝中华人民共和国成立76周年	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251001_2160008.htm	zw/zwxx/szyw/202510/2160008/page.txt
zw/zwxx/szyw	中共中央 国务院关于锚定农业农村现代化 扎实推进乡村全面振兴的意见	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260204_2188278.htm	zw/zwxx/szyw/202602/2188278/page.txt
zw/zwxx/szyw	习近平会见柬埔寨首相洪玛奈	https://www.sm.gov.cn/zw/zwxx/szyw/202607/t20260718_2253165.htm	zw/zwxx/szyw/202607/2253165/page.txt
zw/zwxx/szyw	习近平致电祝贺瓦塔拉当选连任科特迪瓦总统	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251111_2168446.htm	zw/zwxx/szyw/202511/2168446/page.txt
zw/zwxx/szyw	习近平会见柬埔寨首相洪玛奈	https://www.sm.gov.cn/zw/zwxx/szyw/202508/t20250831_2150866.htm	zw/zwxx/szyw/202508/2150866/page.txt
zw/zwxx/szyw	习近平就印度尼西亚发生强烈地震向印尼总统普拉博沃致慰问电	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260818_2272470.htm	zw/zwxx/szyw/202608/2272470/page.txt
zw/zwxx/szyw	习近平给中国青年五四奖章暨新时代青年先锋奖获奖者代表的回信	https://www.sm.gov.cn/zw/zwxx/szyw/202605/t20260503_2205223.htm	zw/zwxx/szyw/202605/2205223/page.txt
zw/zwxx/szyw	习近平对未成年人思想道德建设作出重要指示强调：坚持把未成年人思想道德建设作为战略性基础性工作来抓 合力为未成年人健康成长营造良好社会环境	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251216_2176986.htm	zw/zwxx/szyw/202512/2176986/page.txt
zw/zwxx/szyw	“确保广大人民群众开开心心、欢欢乐乐过好年” ——习近平总书记春节前夕在北京看望慰问基层干部群众纪实	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260212_2190040.htm	zw/zwxx/szyw/202602/2190040/page.txt
zw/zwxx/szyw	习近平率中央代表团抵达乌鲁木齐出席新疆维吾尔自治区成立70周年庆祝活动	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250924_2157693.htm	zw/zwxx/szyw/202509/2157693/page.txt
zw/zwxx/szyw	习近平在广东考察时强调：深入学习宣传贯彻党的二十届四中全会精神 以全面深化改革开放推动高质量发展	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251108_2168028.htm	zw/zwxx/szyw/202511/2168028/page.txt
zw/zwxx/szyw	“人类和平与发展的崇高事业必将胜利！” ——习近平总书记重要讲话揭示历史前进的必然逻辑	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250919_2156082.htm	zw/zwxx/szyw/202509/2156082/page.txt
zw/zwxx/szyw	习近平向塞舌尔当选总统赫米尼耶致贺电	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251016_2161909.htm	zw/zwxx/szyw/202510/2161909/page.txt
zw/zwxx/szyw	十四届全国人大四次会议开幕 习近平等在主席台就座	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260305_2192794.htm	zw/zwxx/szyw/202603/2192794/page.txt
zw/zwxx/szyw	习近平回信勉励全国特岗教师代表：不断提高教书育人本领 努力培养出更多德智体美劳全面发展的社会主义建设者和接班人	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250910_2153773.htm	zw/zwxx/szyw/202509/2153773/page.txt
zw/zwxx/szyw	习近平：在庆祝中华人民共和国成立76周年招待会上的讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250930_2159993.htm	zw/zwxx/szyw/202509/2159993/page.txt
zw/zwxx/szyw	习近平同芬兰总统斯图布就中芬建交75周年互致贺电	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251029_2164875.htm	zw/zwxx/szyw/202510/2164875/page.txt
zw/zwxx/szyw	习近平继续出席亚太经合组织第三十二次领导人非正式会议	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251101_2166032.htm	zw/zwxx/szyw/202511/2166032/page.txt
zw/zwxx/szyw	习近平在出席新疆维吾尔自治区成立70周年庆祝活动后返回北京	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250926_2158460.htm	zw/zwxx/szyw/202509/2158460/page.txt
zw/zwxx/szyw	习近平会见埃及总理马德布利	https://www.sm.gov.cn/zw/zwxx/szyw/202508/t20250831_2150854.htm	zw/zwxx/szyw/202508/2150854/page.txt
zw/zwxx/szyw	习近平复信美国青少年教育交流团访华师生	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260112_2183163.htm	zw/zwxx/szyw/202601/2183163/page.txt
zw/zwxx/szyw	习近平出席全球妇女峰会开幕式并发表主旨讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251013_2161292.htm	zw/zwxx/szyw/202510/2161292/page.txt
zw/zwxx/szyw	习近平向2025年中国国际服务贸易交易会致贺信	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250910_2153930.htm	zw/zwxx/szyw/202509/2153930/page.txt
zw/zwxx/szyw	习近平同韩国总统李在明举行会谈	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260106_2182225.htm	zw/zwxx/szyw/202601/2182225/page.txt
zw/zwxx/szyw	习近平给天津大学全体师生的回信	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251003_2160060.htm	zw/zwxx/szyw/202510/2160060/page.txt
zw/zwxx/szyw	3月5日：十四届全国人大四次会议上午9时开幕	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260305_2192589.htm	zw/zwxx/szyw/202603/2192589/page.txt
zw/zwxx/szyw	江泽民生平和思想研讨会在京举行 蔡奇出席开幕式并讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260818_2272452.htm	zw/zwxx/szyw/202608/2272452/page.txt
zw/zwxx/szyw	习近平：一体推进教育科技人才发展	https://www.sm.gov.cn/zw/zwxx/szyw/202606/t20260615_2216025.htm	zw/zwxx/szyw/202606/2216025/page.txt
zw/zwxx/szyw	纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会和文艺晚会将于9月3日在京举行	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250902_2151442.htm	zw/zwxx/szyw/202509/2151442/page.txt
zw/zwxx/szyw	全国政协十四届四次会议闭幕 习近平等出席	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260311_2193861.htm	zw/zwxx/szyw/202603/2193861/page.txt
zw/zwxx/szyw	习近平会见斯洛伐克总理菲佐	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250904_2152300.htm	zw/zwxx/szyw/202509/2152300/page.txt
zw/zwxx/szyw	习近平离京出席2026年上海合作组织峰会并对吉尔吉斯斯坦、埃及进行国事访问	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260830_2310509.htm	zw/zwxx/szyw/202608/2310509/page.txt
zw/zwxx/szyw	习近平出席“上海合作组织+”会议并发表重要讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202609/t20260902_2313399.htm	zw/zwxx/szyw/202609/2313399/page.txt
zw/zwxx/szyw	共创全人类和平与发展的美好未来——纪念中国人民抗日战争暨世界反法西斯战争胜利80周年招待会侧记	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250905_2152630.htm	zw/zwxx/szyw/202509/2152630/page.txt
zw/zwxx/szyw	中共中央办公厅 国务院办公厅印发《美丽中国建设成效考核办法》	https://www.sm.gov.cn/zw/zwxx/szyw/202605/t20260508_2205822.htm	zw/zwxx/szyw/202605/2205822/page.txt
zw/zwxx/szyw	中央一号文件首次系统性部署实施常态化精准帮扶	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260204_2188290.htm	zw/zwxx/szyw/202602/2188290/page.txt
zw/zwxx/szyw	习近平在吉尔吉斯斯坦媒体发表署名文章	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260829_2310096.htm	zw/zwxx/szyw/202608/2310096/page.txt
zw/zwxx/szyw	中央军委举行晋升上将军衔仪式 习近平颁发命令状并向晋衔的军官表示祝贺	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251223_2178355.htm	zw/zwxx/szyw/202512/2178355/page.txt
zw/zwxx/szyw	习近平：在纪念江泽民同志诞辰100周年大会上的讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260817_2272373.htm	zw/zwxx/szyw/202608/2272373/page.txt
zw/zwxx/szyw	习近平宣布中国支持全球人工智能发展重大举措	https://www.sm.gov.cn/zw/zwxx/szyw/202607/t20260717_2251793.htm	zw/zwxx/szyw/202607/2251793/page.txt
zw/zwxx/szyw	《习近平法治文选》第一卷主要篇目介绍	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251117_2169682.htm	zw/zwxx/szyw/202511/2169682/page.txt
zw/zwxx/szyw	习近平会见国际奥委会主席考文垂和终身名誉主席巴赫	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251110_2168113.htm	zw/zwxx/szyw/202511/2168113/page.txt
zw/zwxx/szyw	人民日报任仲平文章：中华民族伟大复兴势不可挡	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250918_2155794.htm	zw/zwxx/szyw/202509/2155794/page.txt
zw/zwxx/szyw	习近平在亚太经合组织第三十二次领导人非正式会议第二阶段会议上的讲话（全文）	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251101_2166044.htm	zw/zwxx/szyw/202511/2166044/page.txt
zw/zwxx/szyw	习近平会见汤加国王图普六世	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251126_2172276.htm	zw/zwxx/szyw/202511/2172276/page.txt
zw/zwxx/szyw	实干为民开新局	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260228_2191750.htm	zw/zwxx/szyw/202602/2191750/page.txt
zw/zwxx/szyw	习近平对全面依法治国工作作出重要指示强调：坚持党的领导人民当家作主依法治国有机统一 合力开创法治中国建设新局面	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251118_2170128.htm	zw/zwxx/szyw/202511/2170128/page.txt
zw/zwxx/szyw	中共中央举行纪念胡耀邦同志诞辰110周年座谈会 习近平发表重要讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251120_2171015.htm	zw/zwxx/szyw/202511/2171015/page.txt
zw/zwxx/szyw	习近平会见加拿大总理卡尼	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260116_2184563.htm	zw/zwxx/szyw/202601/2184563/page.txt
zw/zwxx/szyw	习近平会见尼泊尔总理奥利	https://www.sm.gov.cn/zw/zwxx/szyw/202508/t20250831_2150842.htm	zw/zwxx/szyw/202508/2150842/page.txt
zw/zwxx/szyw	李强主持召开国务院常务会议 研究深入实施“两重”建设有关工作等	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251115_2169618.htm	zw/zwxx/szyw/202511/2169618/page.txt
zw/zwxx/szyw	中共中央办公厅 国务院办公厅印发《党政领导干部生态环境损害责任追究办法》	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260826_2295393.htm	zw/zwxx/szyw/202608/2295393/page.txt
zw/zwxx/szyw	习近平致电祝贺帕斯当选玻利维亚总统	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251025_2163978.htm	zw/zwxx/szyw/202510/2163978/page.txt
zw/zwxx/szyw	习近平就西班牙高速列车脱轨相撞事故向西班牙国王费利佩六世致慰问电	https://www.sm.gov.cn/zw/zwxx/szyw/202601/t20260121_2185286.htm	zw/zwxx/szyw/202601/2185286/page.txt
zw/zwxx/szyw	中共中央 全国人大常委会 国务院 全国政协讣告 朱镕基同志逝世	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260813_2269541.htm	zw/zwxx/szyw/202608/2269541/page.txt
zw/zwxx/szyw	习近平致电祝贺比亚当选连任喀麦隆总统	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251108_2168008.htm	zw/zwxx/szyw/202511/2168008/page.txt
zw/zwxx/szyw	上海合作组织成员国元首理事会关于支持多边贸易体制的声明	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250902_2151448.htm	zw/zwxx/szyw/202509/2151448/page.txt
zw/zwxx/szyw	习近平会见斯里兰卡总理阿马拉苏里亚	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251014_2161657.htm	zw/zwxx/szyw/202510/2161657/page.txt
zw/zwxx/szyw	文明之光照亮复兴之路——以习近平文化思想为指引赓续中华文脉、谱写时代华章	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251009_2160154.htm	zw/zwxx/szyw/202510/2160154/page.txt
zw/zwxx/szyw	新华社评论员：让现代化建设成果更多更公平惠及全体人民——三论学习贯彻党的二十届四中全会精神	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251027_2164385.htm	zw/zwxx/szyw/202510/2164385/page.txt
zw/zwxx/szyw	习近平：上海合作组织已经成长为世界最大区域组织	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250901_2151254.htm	zw/zwxx/szyw/202509/2151254/page.txt
zw/zwxx/szyw	《求是》杂志发表习近平总书记重要文章《让愿担当、敢担当、善担当蔚然成风》	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260301_2191920.htm	zw/zwxx/szyw/202603/2191920/page.txt
zw/zwxx/szyw	习近平：扩大内需是战略之举	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251215_2176831.htm	zw/zwxx/szyw/202512/2176831/page.txt
zw/zwxx/szyw	习近平主持上海合作组织成员国元首理事会第二十五次会议并发表重要讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250901_2151410.htm	zw/zwxx/szyw/202509/2151410/page.txt
zw/zwxx/szyw	习近平向马拉维当选总统穆塔里卡致贺电	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250927_2158780.htm	zw/zwxx/szyw/202509/2158780/page.txt
zw/zwxx/szyw	第十五届全国运动会在广东广州隆重开幕 习近平出席开幕式并宣布运动会开幕	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251110_2168101.htm	zw/zwxx/szyw/202511/2168101/page.txt
zw/zwxx/szyw	习近平在广东省梅州市考察调研	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251108_2168002.htm	zw/zwxx/szyw/202511/2168002/page.txt
zw/zwxx/szyw	习近平在“上海合作组织+”会议上的讲话（全文）	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250901_2151392.htm	zw/zwxx/szyw/202509/2151392/page.txt
zw/zwxx/szyw	习近平作出重要指示强调：锲而不舍落实中央八项规定精神 推进作风建设常态化长效化	https://www.sm.gov.cn/zw/zwxx/szyw/202508/t20250829_2150787.htm	zw/zwxx/szyw/202508/2150787/page.txt
zw/zwxx/szyw	全国政协十四届四次会议今日下午3时开幕	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260304_2192312.htm	zw/zwxx/szyw/202603/2192312/page.txt
zw/zwxx/szyw	俄罗斯总统普京访华期间两国元首会晤成果文件清单	https://www.sm.gov.cn/zw/zwxx/szyw/202605/t20260521_2208325.htm	zw/zwxx/szyw/202605/2208325/page.txt
zw/zwxx/szyw	习近平在全军高级干部培训班开班式上发表重要讲话强调：开展思想整风 深化政治整训 以崭新政治面貌迎接建军一百周年	https://www.sm.gov.cn/zw/zwxx/szyw/202604/t20260408_2200976.htm	zw/zwxx/szyw/202604/2200976/page.txt
zw/zwxx/szyw	将10月25日设立为台湾光复纪念日	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251025_2163954.htm	zw/zwxx/szyw/202510/2163954/page.txt
zw/zwxx/szyw	《求是》杂志发表习近平总书记重要文章《关于〈中共中央关于制定国民经济和社会发展第十五个五年规划的建议〉的说明》	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251031_2165883.htm	zw/zwxx/szyw/202510/2165883/page.txt
zw/zwxx/szyw	习近平将同美国总统特朗普举行会晤	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251029_2165102.htm	zw/zwxx/szyw/202510/2165102/page.txt
zw/zwxx/szyw	《习近平谈治国理政》第五卷法俄阿等文版及中文繁体版出版发行	https://www.sm.gov.cn/zw/zwxx/szyw/202605/t20260526_2209143.htm	zw/zwxx/szyw/202605/2209143/page.txt
zw/zwxx/szyw	《习近平经济文选》第一卷和《习近平与大学生朋友们》第一、二卷繁体版在香港首发	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260319_2195330.htm	zw/zwxx/szyw/202603/2195330/page.txt
zw/zwxx/szyw	中央党的建设工作领导小组印发《关于学习贯彻习近平党建思想的通知》	https://www.sm.gov.cn/zw/zwxx/szyw/202606/t20260619_2225230.htm	zw/zwxx/szyw/202606/2225230/page.txt
zw/zwxx/szyw	习近平抵达比什凯克出席2026年上海合作组织峰会并对吉尔吉斯斯坦进行国事访问	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260831_2311031.htm	zw/zwxx/szyw/202608/2311031/page.txt
zw/zwxx/szyw	总书记的人民情怀 | “营造风清气正的政治生态”	https://www.sm.gov.cn/zw/zwxx/szyw/202608/t20260824_2294674.htm	zw/zwxx/szyw/202608/2294674/page.txt
zw/zwxx/szyw	快讯：习近平在上海合作组织成员国元首理事会第二十五次会议上发表主旨讲话	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250901_2151248.htm	zw/zwxx/szyw/202509/2151248/page.txt
zw/zwxx/szyw	李强主持召开国务院常务会议 研究进一步做好节能降碳工作等	https://www.sm.gov.cn/zw/zwxx/szyw/202512/t20251205_2175005.htm	zw/zwxx/szyw/202512/2175005/page.txt
zw/zwxx/szyw	李强主持召开国务院常务会议 听取推动高质量发展综合督查情况汇报等	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251128_2173354.htm	zw/zwxx/szyw/202511/2173354/page.txt
zw/zwxx/szyw	图讯：纪念中国人民抗日战争暨世界反法西斯战争胜利80周年招待会在京隆重举行	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250903_2152045.htm	zw/zwxx/szyw/202509/2152045/page.txt
zw/zwxx/szyw	《求是》杂志发表习近平总书记重要文章《当前经济工作的重点任务》	https://www.sm.gov.cn/zw/zwxx/szyw/202602/t20260216_2190738.htm	zw/zwxx/szyw/202602/2190738/page.txt
zw/zwxx/szyw	五年规划里的大国“治慧”——习近平主席引领中国高质量发展的世界启迪	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260304_2192325.htm	zw/zwxx/szyw/202603/2192325/page.txt
zw/zwxx/szyw	习近平主持中俄蒙元首第七次会晤	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250902_2151739.htm	zw/zwxx/szyw/202509/2151739/page.txt
zw/zwxx/szyw	习近平会见越南国家主席梁强	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250904_2152318.htm	zw/zwxx/szyw/202509/2152318/page.txt
zw/zwxx/szyw	中共中央关于制定国民经济和社会发展第十五个五年规划的建议	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251028_2164859.htm	zw/zwxx/szyw/202510/2164859/page.txt
zw/zwxx/szyw	习近平给中国农业大学全体师生的回信	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251016_2161998.htm	zw/zwxx/szyw/202510/2161998/page.txt
zw/zwxx/szyw	新疆维吾尔自治区成立70周年庆祝大会隆重举行 习近平出席大会	https://www.sm.gov.cn/zw/zwxx/szyw/202509/t20250926_2158466.htm	zw/zwxx/szyw/202509/2158466/page.txt
zw/zwxx/szyw	习近平会见俄罗斯总统普京	https://www.sm.gov.cn/zw/zwxx/szyw/202609/t20260901_2313108.htm	zw/zwxx/szyw/202609/2313108/page.txt
zw/zwxx/szyw	《政府工作报告》上的二维码	https://www.sm.gov.cn/zw/zwxx/szyw/202603/t20260305_2192788.htm	zw/zwxx/szyw/202603/2192788/page.txt
zw/zwxx/szyw	习近平就泰国王太后诗丽吉逝世向泰国国王哇集拉隆功致唁电	https://www.sm.gov.cn/zw/zwxx/szyw/202510/t20251027_2164023.htm	zw/zwxx/szyw/202510/2164023/page.txt
zw/zwxx/szyw	《求是》杂志发表习近平总书记重要文章《因地制宜发展新质生产力》	https://www.sm.gov.cn/zw/zwxx/szyw/202511/t20251116_2169634.htm	zw/zwxx/szyw/202511/2169634/page.txt
zw/zwxx/szyw	中共中央办公厅 国务院办公厅关于加强新就业群体服务管理的意见	https://www.sm.gov.cn/zw/zwxx/szyw/202604/t20260427_2203950.htm	zw/zwxx/szyw/202604/2203950/page.txt
